Ref,Experiment site,Year,Exp name,Sowing method,RANGE,ROW,REP,Variety,Nitrogen,N group,Estab (No/msq),PI DM (g/msq),PI Tillers (No/msq),PI NIR %N,PI N uptake (kg N/ha),PM DM (g/msq),Harv tillers (No/msq),HI,Quad Yield (t/ha@ 14%),Header Yield (t/ha@ 14%),Lodging (10=flat),Plant height (cm)
1364,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,7,2,V71,150-0,PW_2,167,785,1603,1.95,153,2686,827,0.46,13.88,14.55,1,85
1365,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,8,2,VO38,90-0,PW_1,150,614,1290,1.65,101,2351,749,0.48,12.73,13.26,1,83
1366,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,9,2,Reiziq,90-60,split,132,750,1260,1.46,110,2663,904,0.43,13.03,12.5,1,83
1367,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,10,2,VO37,150-0,PW_2,158,900,1318,1.79,161,2823,864,0.39,12.41,14.35,1,89
1368,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,11,2,VO38,90-60,split,130,856,1509,1.56,134,2619,824,0.49,14.38,*,1,76
1369,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,12,2,V71,0,zero,172,453,1077,1.2,54,2050,758,0.51,11.81,10.85,1,73
1370,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,13,2,Opus,150-0,PW_2,135,891,1899,2.05,183,2696,1048,0.45,13.55,14.05,1,86
1371,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,14,2,Koshi,90-0,PW_1,127,836,1416,1.49,124,2307,945,0.44,11.41,8.37,10,96
1372,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,15,2,V71,90-0,PW_1,165,916,1609,1.49,136,2449,666,0.5,13.77,14.95,1,84
1373,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,16,2,VO37,0,zero,175,650,1668,1.13,73,2227,923,0.51,12.7,11.45,1,68
1374,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,17,2,VO38,0,zero,163,609,1253,1.06,65,1859,838,0.5,10.53,13.68,1,63
1375,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,18,2,Koshi,90-60,split,152,880,1828,1.69,149,2393,895,0.35,9.49,10.04,10,95
1376,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,19,2,Reiziq,150-0,PW_2,135,786,1242,1.88,148,2413,843,0.39,10.52,11.81,1,80
1377,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,20,2,V71,90-60,split,122,702,1338,1.63,114,2623,717,0.48,14.31,15.73,1,85
1378,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,21,2,VO37,90-0,PW_1,165,424,704,1.59,67,2785,952,0.45,14.2,14.87,1,84
1379,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,22,2,VO38,150-0,PW_2,142,1036,1508,1.74,181,2834,994,0.45,14.27,15.03,1,84
1380,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,23,2,Opus,90-0,PW_1,145,922,1590,1.63,151,2731,1067,0.43,13.25,13.39,1,81
1381,RRAPL,2019_20,RRAPL Drill 19_20,Drill,2,24,2,Opus,0,zero,137,454,829,1.21,55,1782,726,0.38,7.59,7.03,1,70
1382,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,1,3,VO38,90-60,split,172,852,1381,1.54,131,2731,1007,0.47,14.54,15.45,1,77
1383,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,2,3,Opus,0,zero,158,626,1308,0.96,60,1603,676,0.39,7.09,8.52,1,65
1384,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,3,3,V71,90-60,split,155,612,1055,1.44,88,2257,569,0.49,12.51,14.44,1,81
1385,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,4,3,V71,90-0,PW_1,138,691,1068,1.65,114,2299,715,0.5,12.88,14.07,1,77
1386,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,5,3,Reiziq,150-0,PW_2,158,794,1404,2.24,178,2306,653,0.42,11.04,13.41,1,83
1387,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,6,3,Koshi,90-0,PW_1,148,829,1623,1.51,125,2365,923,0.43,11.41,10.52,7,92
1388,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,7,3,VO38,0,zero,160,547,1054,0.97,53,1741,750,0.49,9.56,8.36,1,63
1389,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,8,3,VO37,150-0,PW_2,173,945,1481,1.9,179,2465,595,0.43,11.91,12.61,1,87
1390,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,9,3,VO37,90-0,PW_1,178,837,1397,1.45,121,2620,931,0.44,13.06,13.69,1,79
1391,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,10,3,Koshi,0,zero,163,643,1077,1.12,72,1980,1034,0.42,9.27,10.94,1,76
1392,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,11,3,Koshi,90-60,split,173,834,1622,1.73,144,2299,950,0.42,10.94,9.09,10,97
1393,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,12,3,Opus,90-0,PW_1,185,846,1620,1.53,130,2465,947,0.43,12.05,12.55,1,75
1394,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,13,3,Reiziq,0,zero,200,541,842,1.12,61,1938,780,0.47,10.2,8.91,1,70
1395,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,14,3,V71,150-0,PW_2,157,844,1221,2,169,2721,658,0.47,14.38,14.92,1,87
1396,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,15,3,VO38,150-0,PW_2,162,890,1582,1.72,153,2564,925,0.42,12.09,13.12,1,78
1397,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,16,3,Opus,90-60,split,163,885,1595,1.42,126,2697,924,0.46,13.92,13.98,1,81
1398,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,17,3,Reiziq,90-0,PW_1,152,729,1625,1.53,111,2274,765,0.42,10.73,11.74,1,79
1399,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,18,3,VO37,90-60,split,197,869,1352,1.44,125,2576,825,0.45,13.16,15.58,1,87
1400,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,19,3,Opus,150-0,PW_2,160,946,1674,1.98,187,2551,912,0.43,12.4,13.47,1,87
1401,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,20,3,Reiziq,90-60,split,163,813,1163,1.44,117,2566,760,0.43,12.41,12.95,1,85
1402,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,21,3,Koshi,150-0,PW_2,140,857,1794,2.04,175,2040,670,0.35,8.12,7.77,10,102
1403,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,22,3,VO37,0,zero,140,774,1118,1.11,86,1907,574,0.49,10.47,11.59,1,75
1404,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,23,3,VO38,90-0,PW_1,140,902,1417,1.65,149,2577,842,0.47,13.57,14.95,1,80
1405,RRAPL,2019_20,RRAPL Drill 19_20,Drill,3,24,3,V71,0,zero,122,493,1090,1.13,56,1867,621,0.51,10.69,10.52,1,72
1406,Burke,2019_20,Burke 19_20,Drill,1,1,1,VO38,120-0,PW_1,193,455,1053,2.21,100,2045,637,0.48,11.18,10.88,1,71
1407,Burke,2019_20,Burke 19_20,Drill,1,2,1,V71,120-60,split,208,517,1097,1.98,102,2032,607,0.55,12.56,12.98,4,74
1408,Burke,2019_20,Burke 19_20,Drill,1,3,1,Reiziq,180-0,PW_2,195,566,923,2.19,124,2208,723,0.43,10.59,10.99,1,74
1409,Burke,2019_20,Burke 19_20,Drill,1,4,1,Illabong,120-60,split,195,486,1022,1.62,79,2005,528,0.5,11.27,11.69,2,76
1410,Burke,2019_20,Burke 19_20,Drill,1,5,1,Sherpa,120-0,PW_1,173,656,1181,1.94,127,1822,660,0.55,11.2,12.02,2,70
1411,Burke,2019_20,Burke 19_20,Drill,1,6,1,VO37,0,zero,188,257,593,1.12,29,977,431,0.5,5.52,5.11,2,63
1412,Burke,2019_20,Burke 19_20,Drill,1,7,1,VO37,120-0,PW_1,185,577,1018,1.73,100,2007,783,0.44,10.03,10.18,1,74
1413,Burke,2019_20,Burke 19_20,Drill,1,8,1,VO38,180-0,PW_2,205,572,904,2.08,119,2001,586,0.49,10.99,11.86,1,71
1414,Burke,2019_20,Burke 19_20,Drill,1,9,1,VO38,0,zero,180,258,705,1.23,32,938,487,0.52,5.46,4.78,1,51
1415,Burke,2019_20,Burke 19_20,Drill,1,10,1,V71,180-0,PW_2,200,549,1011,2.33,128,2013,596,0.55,12.51,12.44,3,77
1416,Burke,2019_20,Burke 19_20,Drill,1,11,1,Reiziq,120-0,PW_1,195,516,780,2.04,105,1937,548,0.46,10.08,10.34,1,76
1417,Burke,2019_20,Burke 19_20,Drill,1,12,1,Sherpa,0,zero,218,325,893,1.2,39,1022,361,0.54,6.27,5.66,1,67
1418,Burke,2019_20,Burke 19_20,Drill,1,13,1,V71,0,zero,195,308,768,1.25,39,1051,400,0.56,6.61,5.97,1,62
1419,Burke,2019_20,Burke 19_20,Drill,1,14,1,VO37,120-60,split,208,608,1308,2.09,127,2177,664,0.44,10.88,11.54,1,76
1420,Burke,2019_20,Burke 19_20,Drill,1,15,1,Illabong,180-0,PW_2,183,541,1001,2.35,127,2083,585,0.46,10.74,11.63,2,75
1421,Burke,2019_20,Burke 19_20,Drill,1,16,1,Reiziq,120-60,split,190,656,1210,2.11,138,2061,616,0.45,10.37,11.05,3,74
1422,Burke,2019_20,Burke 19_20,Drill,1,17,1,Illabong,0,zero,173,248,567,1.48,37,988,313,0.5,5.61,5.1,1,60
1423,Burke,2019_20,Burke 19_20,Drill,1,18,1,Illabong,120-0,PW_1,170,548,717,1.84,101,1975,494,0.49,10.96,10.69,1,*
1424,Burke,2019_20,Burke 19_20,Drill,1,19,1,V71,120-0,PW_1,220,580,995,1.81,105,1973,657,0.53,11.69,11.98,1,74
1425,Burke,2019_20,Burke 19_20,Drill,1,20,1,VO37,180-0,PW_2,225,593,1157,2.02,120,2340,710,0.47,12.52,11.35,1,81
1426,Burke,2019_20,Burke 19_20,Drill,1,21,1,Sherpa,120-60,split,210,682,1008,1.69,116,2145,641,0.53,12.88,12.59,4,77
1427,Burke,2019_20,Burke 19_20,Drill,1,22,1,VO38,120-60,split,95,610,998,1.78,109,2265,746,0.48,12.23,*,1,71
1428,Burke,2019_20,Burke 19_20,Drill,1,23,1,Reiziq,0,zero,198,367,652,1.29,47,1140,365,0.48,6.17,5.08,1,68
1429,Burke,2019_20,Burke 19_20,Drill,1,24,1,Sherpa,180-0,PW_2,225,699,843,1.98,138,2183,646,0.5,12.35,11.67,2,84
1430,Burke,2019_20,Burke 19_20,Drill,2,1,2,VO37,120-60,split,208,503,1030,2.08,105,2165,653,0.43,10.42,13.19,1,74
1431,Burke,2019_20,Burke 19_20,Drill,2,2,2,Sherpa,180-0,PW_2,220,484,859,2.14,103,2252,890,0.55,13.93,10.52,4,76
1432,Burke,2019_20,Burke 19_20,Drill,2,3,2,VO38,0,zero,230,250,596,1.22,30,1091,430,0.53,6.52,5.48,1,64
1433,Burke,2019_20,Burke 19_20,Drill,2,4,2,V71,120-0,PW_1,185,472,695,1.72,81,1826,595,0.58,11.9,11.3,1,70
1434,Burke,2019_20,Burke 19_20,Drill,2,5,2,Illabong,180-0,PW_2,173,433,823,2.44,106,1966,528,0.5,11.13,11.45,2,69
1435,Burke,2019_20,Burke 19_20,Drill,2,6,2,Sherpa,120-60,split,198,545,1170,1.8,98,2246,648,0.55,13.9,11.84,3,77
1436,Burke,2019_20,Burke 19_20,Drill,2,7,2,Reiziq,120-0,PW_1,165,438,714,1.72,75,1892,624,0.5,10.58,10.46,1,68
1437,Burke,2019_20,Burke 19_20,Drill,2,8,2,Illabong,0,zero,193,187,640,1.28,24,1076,363,0.54,6.54,5.55,1,62
1438,Burke,2019_20,Burke 19_20,Drill,2,9,2,VO38,120-60,split,188,444,1034,1.38,61,1766,540,0.51,10.14,12.08,1,71
1439,Burke,2019_20,Burke 19_20,Drill,2,10,2,VO37,120-0,PW_1,185,489,989,1.49,73,2006,674,0.49,11,11.17,1,71
1440,Burke,2019_20,Burke 19_20,Drill,2,11,2,Reiziq,0,zero,175,288,511,1.12,32,1095,394,0.53,6.6,5.68,1,65
1441,Burke,2019_20,Burke 19_20,Drill,2,12,2,VO38,180-0,PW_2,208,485,907,1.78,86,2032,658,0.51,11.61,12.34,1,73
1442,Burke,2019_20,Burke 19_20,Drill,2,13,2,VO37,180-0,PW_2,220,546,877,1.77,97,2138,648,0.45,10.93,11.46,1,77
1443,Burke,2019_20,Burke 19_20,Drill,2,14,2,V71,120-60,split,200,471,722,1.61,76,2064,598,0.57,13.19,12.71,1,78
1444,Burke,2019_20,Burke 19_20,Drill,2,15,2,Illabong,120-0,PW_1,175,495,735,1.69,84,2044,539,0.49,11.34,11.03,1,74
1445,Burke,2019_20,Burke 19_20,Drill,2,16,2,Sherpa,0,zero,235,252,461,1.08,27,1106,449,0.55,6.89,5.86,1,66
1446,Burke,2019_20,Burke 19_20,Drill,2,17,2,Reiziq,180-0,PW_2,193,512,848,1.81,93,2048,631,0.48,11.19,11.93,1,76
1447,Burke,2019_20,Burke 19_20,Drill,2,18,2,Reiziq,120-60,split,180,442,720,1.52,67,2127,608,0.48,11.61,11.73,1,72
1448,Burke,2019_20,Burke 19_20,Drill,2,19,2,V71,180-0,PW_2,198,529,817,1.96,104,2098,780,0.54,12.86,13.44,2,70
1449,Burke,2019_20,Burke 19_20,Drill,2,20,2,Illabong,120-60,split,168,436,826,2.03,88,2148,548,0.51,12.35,11.99,1,79
1450,Burke,2019_20,Burke 19_20,Drill,2,21,2,V71,0,zero,225,215,595,1.31,28,1288,461,0.57,8.3,6.33,1,62
1451,Burke,2019_20,Burke 19_20,Drill,2,22,2,VO37,0,zero,225,262,645,1.24,32,1402,477,0.5,7.94,6.09,1,66
1452,Burke,2019_20,Burke 19_20,Drill,2,23,2,Sherpa,120-0,PW_1,205,620,820,1.76,109,2251,616,0.52,13.29,11.83,1,79
1453,Burke,2019_20,Burke 19_20,Drill,2,24,2,VO38,120-0,PW_1,230,528,1014,1.78,94,2212,691,0.45,11.21,10.87,1,70
1454,Burke,2019_20,Burke 19_20,Drill,3,1,3,VO37,180-0,PW_2,165,601,1108,2.7,162,2352,890,0.32,8.48,11.71,1,80
1455,Burke,2019_20,Burke 19_20,Drill,3,2,3,Reiziq,120-60,split,160,584,975,2.13,124,2041,676,0.41,9.33,10.93,1,79
1456,Burke,2019_20,Burke 19_20,Drill,3,3,3,Sherpa,120-0,PW_1,193,633,985,1.92,121,2273,765,0.51,13.13,12.73,1,84
1457,Burke,2019_20,Burke 19_20,Drill,3,4,3,VO38,120-60,split,190,622,1117,1.96,122,2347,834,0.46,12.25,12.58,1,*
1458,Burke,2019_20,Burke 19_20,Drill,3,5,3,V71,0,zero,183,415,739,1.34,56,1414,461,0.55,8.79,6.96,1,70
1459,Burke,2019_20,Burke 19_20,Drill,3,6,3,Reiziq,0,zero,193,458,874,1.44,66,1516,465,0.46,7.9,6.74,1,69
1460,Burke,2019_20,Burke 19_20,Drill,3,7,3,Illabong,120-0,PW_1,190,549,919,2.2,121,2220,605,0.44,10.93,11.55,1,77
1461,Burke,2019_20,Burke 19_20,Drill,3,8,3,V71,180-0,PW_2,190,645,851,2.47,159,2247,818,0.52,13.1,12.47,2,77
1462,Burke,2019_20,Burke 19_20,Drill,3,9,3,Illabong,0,zero,163,415,695,1.5,62,1744,456,0.48,9.42,7.53,1,71
1463,Burke,2019_20,Burke 19_20,Drill,3,10,3,Sherpa,120-60,split,198,698,963,2.18,152,2245,741,0.51,12.88,11.05,3,81
1464,Burke,2019_20,Burke 19_20,Drill,3,11,3,VO38,120-0,PW_1,183,612,1169,2.23,137,2176,701,0.46,11.18,11.54,1,68
1465,Burke,2019_20,Burke 19_20,Drill,3,12,3,Illabong,120-60,split,168,642,903,1.99,128,2231,642,0.45,11.27,11.88,1,77
1466,Burke,2019_20,Burke 19_20,Drill,3,13,3,Sherpa,180-0,PW_2,190,719,1182,2.08,149,2296,802,0.49,12.69,13.18,2,77
1467,Burke,2019_20,Burke 19_20,Drill,3,14,3,VO37,0,zero,205,553,850,1.35,75,1749,587,0.45,8.85,6.75,1,67
1468,Burke,2019_20,Burke 19_20,Drill,3,15,3,Reiziq,180-0,PW_2,148,643,985,2.26,145,2238,661,0.41,10.44,11.88,1,82
1469,Burke,2019_20,Burke 19_20,Drill,3,16,3,V71,120-0,PW_1,193,643,798,2.1,135,2172,651,0.54,13.32,12.95,1,75
1470,Burke,2019_20,Burke 19_20,Drill,3,17,3,Sherpa,0,zero,203,562,845,1.35,76,1756,636,0.54,10.61,7.18,1,74
1471,Burke,2019_20,Burke 19_20,Drill,3,18,3,VO38,0,zero,183,568,1038,1.46,83,1779,621,0.48,9.56,7.44,1,66
1472,Burke,2019_20,Burke 19_20,Drill,3,19,3,VO37,120-60,split,218,695,1264,2.02,141,2533,712,0.38,10.74,12.77,1,84
1473,Burke,2019_20,Burke 19_20,Drill,3,20,3,Reiziq,120-0,PW_1,198,707,1121,2.25,159,2343,746,0.41,10.81,11.82,1,77
1474,Burke,2019_20,Burke 19_20,Drill,3,21,3,VO38,180-0,PW_2,213,623,1438,2.38,148,2543,712,0.44,12.53,12.03,1,79
1475,Burke,2019_20,Burke 19_20,Drill,3,22,3,Illabong,180-0,PW_2,200,592,894,2.13,126,2374,633,0.39,10.53,11.24,1,81
1476,Burke,2019_20,Burke 19_20,Drill,3,23,3,V71,120-60,split,203,661,1115,2.06,136,2474,719,0.53,14.7,14,2,78
1477,Burke,2019_20,Burke 19_20,Drill,3,24,3,VO37,120-0,PW_1,225,713,1084,2.27,162,2426,748,0.38,10.5,11.19,1,75
,,,,,,,,,,,,,,,,,,,,,,
,Experiment site,Year,,Sowing method,RANGE,ROW,REP,Variety,Nitrogen,,Estab (No/msq),PI DM (g/msq),PI Tillers (No/msq),PI NIR %N,PI N uptake (kg N/ha),PM DM (g/msq),Harv tillers (No/msq),HI,Quad Yield (t/ha@ 14%),Header Yield (t/ha@ 14%),Lodging (10=flat),Plant height (cm)
,Morsehead,2020_21,Morsehead 20_21,Drill,1,1,1,V037,90-0,PW_1,185,590,1096,1.2,71,2202,555,0.55,13.69,13.49,1,82
,Morsehead,2020_21,Morsehead 20_21,Drill,1,2,1,Reiziq,150-90,split,153,611,1256,1.77,108,2417,521,0.52,14.19,16.57,1,90
,Morsehead,2020_21,Morsehead 20_21,Drill,1,3,1,Sherpa,150-0,PW_2,163,730,1430,1.61,118,2360,567,0.55,14.69,16.01,1,87
,Morsehead,2020_21,Morsehead 20_21,Drill,1,4,1,Reiziq,210-0,PW_3,170,733,1321,1.96,143,2680,614,0.5,15,16.77,1,94
,Morsehead,2020_21,Morsehead 20_21,Drill,1,5,1,Reiziq,0-0,zero,208,348,524,1.26,44,1303,410,0.52,7.57,7.74,1,69
,Morsehead,2020_21,Morsehead 20_21,Drill,1,6,1,V071,150-90,split,188,770,1573,1.45,112,2348,569,0.56,14.81,15.97,1,86
,Morsehead,2020_21,Morsehead 20_21,Drill,1,7,1,V037,150-0,PW_2,150,646,1289,1.8,117,2358,540,0.54,14.34,16.22,1,*
,Morsehead,2020_21,Morsehead 20_21,Drill,1,8,1,V071,210-0,PW_3,160,783,1092,2.15,168,2455,571,0.56,15.45,17.18,1,92
,Morsehead,2020_21,Morsehead 20_21,Drill,1,9,1,V037,150-90,split,143,847,1119,1.45,123,2590,569,0.53,15.39,16.77,1,91
,Morsehead,2020_21,Morsehead 20_21,Drill,1,10,1,V071,0-0,zero,215,258,697,1.12,29,1378,416,0.57,8.9,9.28,1,70
,Morsehead,2020_21,Morsehead 20_21,Drill,1,11,1,Sherpa,210-0,PW_3,150,835,1326,2.14,179,2578,649,0.52,15.04,16.23,1,90
,Morsehead,2020_21,Morsehead 20_21,Drill,1,12,1,V037,0-0,zero,168,243,477,1.17,28,1493,439,0.55,9.28,9.42,1,71
,Morsehead,2020_21,Morsehead 20_21,Drill,1,13,1,Reiziq,150-0,PW_2,138,722,1702,1.82,131,2279,616,0.53,13.51,14.87,1,88
,Morsehead,2020_21,Morsehead 20_21,Drill,1,14,1,Sherpa,150-90,split,178,730,920,1.95,143,2515,558,0.55,15.63,16.82,1,88
,Morsehead,2020_21,Morsehead 20_21,Drill,1,15,1,V071,90-0,PW_1,122,487,716,1.5,73,2063,531,0.57,13.29,13.04,1,77
,Morsehead,2020_21,Morsehead 20_21,Drill,1,16,1,Sherpa,0-0,zero,170,221,458,1.16,26,1194,362,0.59,7.94,8.35,1,70
,Morsehead,2020_21,Morsehead 20_21,Drill,1,17,1,Sherpa,90-0,PW_1,123,605,1110,1.24,75,2183,579,0.57,14.01,13.58,1,77
,Morsehead,2020_21,Morsehead 20_21,Drill,1,18,1,V037,210-0,PW_3,125,696,1697,2.01,140,2461,567,0.54,15,16.61,1,94
,Morsehead,2020_21,Morsehead 20_21,Drill,1,19,1,V071,150-0,PW_2,140,442,562,1.66,73,2277,601,0.57,14.75,14.08,1,*
,Morsehead,2020_21,Morsehead 20_21,Drill,1,20,1,Reiziq,90-0,PW_1,93,478,639,1.38,66,1918,394,0.55,11.9,10.64,1,84
,Morsehead,2020_21,Morsehead 20_21,Drill,2,1,2,V037,150-90,split,158,695,1133,1.49,104,2282,551,0.54,14.01,15.97,1,90
,Morsehead,2020_21,Morsehead 20_21,Drill,2,2,2,V037,0-0,zero,163,346,777,1.39,48,1437,328,0.55,8.84,8.13,1,79
,Morsehead,2020_21,Morsehead 20_21,Drill,2,3,2,Reiziq,210-0,PW_3,183,840,1118,1.54,129,2449,551,0.52,14.26,15.8,1,90
,Morsehead,2020_21,Morsehead 20_21,Drill,2,4,2,Sherpa,150-90,split,210,775,1236,1.45,112,2546,621,0.56,16.16,15.94,1,84
,Morsehead,2020_21,Morsehead 20_21,Drill,2,5,2,Sherpa,90-0,PW_1,180,674,1098,1.24,83,2061,517,0.56,12.91,13.26,1,76
,Morsehead,2020_21,Morsehead 20_21,Drill,2,6,2,V037,210-0,PW_3,190,793,1362,1.64,130,2913,691,0.51,16.83,16.98,1,92
,Morsehead,2020_21,Morsehead 20_21,Drill,2,7,2,V071,150-0,PW_2,198,693,988,1.61,112,2217,465,0.56,14.1,13.99,1,87
,Morsehead,2020_21,Morsehead 20_21,Drill,2,8,2,Sherpa,0-0,zero,218,326,646,1.14,37,1319,358,0.56,8.31,7.77,1,70
,Morsehead,2020_21,Morsehead 20_21,Drill,2,9,2,V071,90-0,PW_1,213,672,991,1.15,77,2055,532,0.56,13.03,12.68,1,77
,Morsehead,2020_21,Morsehead 20_21,Drill,2,10,2,V071,150-90,split,225,774,1111,1.59,123,2478,593,0.57,15.83,15.61,1,84
,Morsehead,2020_21,Morsehead 20_21,Drill,2,11,2,Reiziq,150-90,split,185,690,1005,1.86,128,2367,602,0.53,14.09,15.11,1,88
,Morsehead,2020_21,Morsehead 20_21,Drill,2,12,2,V037,90-0,PW_1,165,592,963,1.49,88,2247,557,0.54,13.7,13.59,1,84
,Morsehead,2020_21,Morsehead 20_21,Drill,2,13,2,Reiziq,90-0,PW_1,163,586,977,1.4,82,1983,481,0.53,11.96,12.13,1,85
,Morsehead,2020_21,Morsehead 20_21,Drill,2,14,2,V071,210-0,PW_3,198,851,1393,2.03,173,2355,561,0.56,14.86,15.92,1,89
,Morsehead,2020_21,Morsehead 20_21,Drill,2,15,2,Sherpa,150-0,PW_2,185,806,1362,1.41,113,2418,616,0.56,15.3,15.32,1,90
,Morsehead,2020_21,Morsehead 20_21,Drill,2,16,2,V037,150-0,PW_2,160,664,1074,1.6,107,2443,509,0.54,14.78,15.85,1,88
,Morsehead,2020_21,Morsehead 20_21,Drill,2,17,2,Sherpa,210-0,PW_3,158,822,1578,2.03,167,2480,639,0.55,15.44,16.26,1,89
,Morsehead,2020_21,Morsehead 20_21,Drill,2,18,2,Reiziq,0-0,zero,130,205,312,0.97,20,993,285,0.55,6.14,5.78,1,70
,Morsehead,2020_21,Morsehead 20_21,Drill,2,19,2,Reiziq,150-0,PW_2,148,668,1055,1.79,120,2331,543,0.54,14.08,13.6,1,90
,Morsehead,2020_21,Morsehead 20_21,Drill,2,20,2,V071,0-0,zero,178,189,619,1.27,24,966,274,0.57,6.24,6.37,1,67
,Morsehead,2020_21,Morsehead 20_21,Drill,3,1,3,Reiziq,150-0,PW_2,170,609,870,1.68,102,2331,549,0.52,13.55,13.4,1,84
,Morsehead,2020_21,Morsehead 20_21,Drill,3,2,3,Sherpa,0-0,zero,155,217,471,0.99,21,1027,322,0.55,6.34,7.25,1,72
,Morsehead,2020_21,Morsehead 20_21,Drill,3,3,3,V071,150-90,split,190,570,1131,1.52,87,2110,502,0.57,13.67,14.27,1,85
,Morsehead,2020_21,Morsehead 20_21,Drill,3,4,3,Sherpa,150-0,PW_2,193,714,1299,1.85,132,2326,555,0.57,15.06,14.87,1,*
,Morsehead,2020_21,Morsehead 20_21,Drill,3,5,3,V071,0-0,zero,205,159,417,1.15,18,1124,365,0.58,7.31,6.97,1,65
,Morsehead,2020_21,Morsehead 20_21,Drill,3,6,3,V037,150-0,PW_2,150,535,804,2.02,108,2379,646,0.55,14.81,14.85,1,83
,Morsehead,2020_21,Morsehead 20_21,Drill,3,7,3,V071,210-0,PW_3,205,709,1300,1.98,140,2279,554,0.55,14.01,15.84,1,83
,Morsehead,2020_21,Morsehead 20_21,Drill,3,8,3,Reiziq,90-0,PW_1,190,494,784,1.33,66,1962,559,0.55,12.11,12.81,1,78
,Morsehead,2020_21,Morsehead 20_21,Drill,3,9,3,Sherpa,150-90,split,173,670,1078,1.62,109,2518,639,0.56,15.86,16.24,1,82
,Morsehead,2020_21,Morsehead 20_21,Drill,3,10,3,V071,150-0,PW_2,200,674,1007,1.71,115,2186,512,0.57,13.94,14.16,1,84
,Morsehead,2020_21,Morsehead 20_21,Drill,3,11,3,Reiziq,0-0,zero,155,256,612,1.19,31,1353,404,0.59,9.03,7.83,1,73
,Morsehead,2020_21,Morsehead 20_21,Drill,3,12,3,V037,90-0,PW_1,160,550,1052,1.34,74,2017,630,0.57,12.9,13.82,1,77
,Morsehead,2020_21,Morsehead 20_21,Drill,3,13,3,Sherpa,210-0,PW_3,160,837,1308,1.64,137,2508,588,0.55,15.57,16.94,1,92
,Morsehead,2020_21,Morsehead 20_21,Drill,3,14,3,V037,150-90,split,153,696,1103,1.5,104,2440,659,0.53,14.47,15.88,1,87
,Morsehead,2020_21,Morsehead 20_21,Drill,3,15,3,V071,90-0,PW_1,148,555,980,1.33,74,1933,492,0.58,12.6,12.39,1,76
,Morsehead,2020_21,Morsehead 20_21,Drill,3,16,3,Sherpa,90-0,PW_1,148,622,1169,1.25,78,1910,508,0.57,12.37,12.33,1,77
,Morsehead,2020_21,Morsehead 20_21,Drill,3,17,3,V037,210-0,PW_3,160,756,1152,2.52,190,2460,636,0.51,14.21,15.75,1,93
,Morsehead,2020_21,Morsehead 20_21,Drill,3,18,3,Reiziq,210-0,PW_3,140,657,1126,2.38,156,2426,646,0.51,13.88,15.13,1,89
,Morsehead,2020_21,Morsehead 20_21,Drill,3,19,3,Reiziq,150-90,split,163,649,1086,1.77,115,2348,647,0.53,14.11,14.72,1,83
,Morsehead,2020_21,Morsehead 20_21,Drill,3,20,3,V037,0-0,zero,113,179,495,1.18,21,1043,354,0.53,6.21,6.58,1,*
